微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
I11wV3WtB,种草使我平静  [组图共6张] 原图 ,"http://ww1.sinaimg.cn/large/93ff78d2gy1g5qelaink2j20rs1z3qpr.jpg,http://ww2.sinaimg.cn/large/93ff78d2gy1g5qelb6mt1j20rs3lyx6p.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1g5qelc7u1jj22bc3h07wj.jpg,http://ww1.sinaimg.cn/large/93ff78d2gy1g5qeld3zghj22pl1j44qq.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1g5qela5p2tj20rs0rsarn.jpg,http://ww3.sinaimg.cn/large/93ff78d2gy1g5qeldl0t8j20yi0yik48.jpg",无,无,2019-08-07 00:04,iPhone客户端,2,0,0
BiU2Oozgd,给小伙伴画的cp~  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/93ff78d2gw1ejh6ieibzcj21kw148n16.jpg,http://ww2.sinaimg.cn/large/93ff78d2gw1ejh6ihj7pgj21kw148wiw.jpg",无,True,无,无,2014-08-18 22:56,360安全浏览器,0,0,0
BiTXSfyfH,关于财神脑补这样的画面……然后没有被采纳的样子枉我画了那么多……  原图 ,http://ww2.sinaimg.cn/large/93ff78d2gw1ejh669i7h2j21ck1ww10z.jpg,无,True,无,无,2014-08-18 22:44,360安全浏览器,0,0,0
BiTWLqD1T,好像没有被采纳的单子……  原图 ,http://ww4.sinaimg.cn/large/93ff78d2gw1ejh63z06d2j20c60djgmj.jpg,无,True,无,无,2014-08-18 22:41,360安全浏览器,0,0,0
Bh0465OLq,"转发理由:无 
原始用户: 全球电影收录
转发内容: 【BBC记录片《艺术创世纪》】本片穿越十万年的历史长河，引领你我走进艺术的世界，探索人类艺术的起源！1 艺术中的人体http://t.cn/8kUYVJD 2 图画的诞生http://t.cn/zQwarQE 3 说服的艺术http://t.cn/8kL7IpN 4 电影的古老基因http://t.cn/8kL7xhG 5 死亡意象http://t.cn/8kL768c   原图 ",无,http://ww4.sinaimg.cn/large/76591c14jw1ej2oplqj6bj208i0c074r.jpg,False,无,无,2014-08-06 10:35,手机微博触屏版,0,0,0
BgTYd7h79,"转发理由://@笑话最经典: 美爆了~  
原始用户: 笑到你肚子疼
转发内容: 你知道五十六个民族的服装和名字吗？一起来涨姿势了，超美！  [组图共9张] 原图 ",无,"http://ww2.sinaimg.cn/large/76f6189bgw1ej1uxsck5sj20c73icao4.jpg,http://ww2.sinaimg.cn/large/76f6189bgw1ej1uxtpooxj20c73dkh1u.jpg,http://ww4.sinaimg.cn/large/76f6189bgw1ej1uy9s93aj20c72w8tm7.jpg,http://ww3.sinaimg.cn/large/76f6189bgw1ej1uycuzs9j20c72sc15g.jpg,http://ww3.sinaimg.cn/large/76f6189bgw1ej1uyf7ry1j20c52xiwrg.jpg,http://ww1.sinaimg.cn/large/76f6189bgw1ej1uygi8ynj20c530pwtq.jpg,http://ww3.sinaimg.cn/large/76f6189bgw1ej1uyhi9xej20c52zv16n.jpg,http://ww1.sinaimg.cn/large/76f6189bgw1ej1uyiun02j20c52rvk48.jpg,http://ww4.sinaimg.cn/large/76f6189bgw1ej1uyk5qxtj20c52u516k.jpg",False,无,无,2014-08-05 19:04,手机微博触屏版,0,0,0
BgML9FO8N,你爱我冠盖满京华，爱不爱我斯人独憔悴？   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1ej12yoyz33j20k00eaq6p.jpg,无,True,无,无,2014-08-05 00:42,手机微博触屏版,0,0,0
BeVwlBvVf,转发微博已被删除,无,无,False,无,无,2014-07-23 19:20,手机微博触屏版,0,0,0
BevhFelgw,你会将我，放在夜深人静里吞一片安眠药忘记还是放在嘈嘈喧嚣里用各种声音溺毙   原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1eijqdpbafwj20dc0k1wet.jpg,无,True,无,无,2014-07-21 00:33,手机微博触屏版,0,0,0
BeuCy1QhX,那些颇有涵养的父母常年教导的礼仪气度，使孩纸们十分懂事成熟   ,无,无,True,无,无,2014-07-20 22:51,手机微博触屏版,0,0,0
Be2J03DI0,"转发理由://@暴走漫画: 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈  
原始用户: 神吐槽娘娘
转发内容: 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈  原图 ",无,http://ww4.sinaimg.cn/large/68377b29jw1eiftescgafj20f50ao41e.jpg,False,无,无,2014-07-17 23:50,手机微博触屏版,0,0,0
BcDvkpntv,"转发理由:无 
原始用户: 人民日报
转发内容: 【史上最著名的10个思想实验，你了解几个？】1.缸中的大脑；2.薛定谔的猫；3.中文房间；4.猴子和打字机；5.伽利略的重力实验；6.特修斯之船；7.爱因斯坦的光线；8.定时炸弹；9.空地上的奶牛；10.电车难题。史上最著名的十大“高大上”思想实验，你了解几个？  [组图共9张] 原图 ",无,"http://ww4.sinaimg.cn/large/a716fd45jw1ei59h8ckumj20c80jgn1m.jpg,http://ww1.sinaimg.cn/large/a716fd45jw1ei59h2zgitj20c80jgag2.jpg,http://ww1.sinaimg.cn/large/a716fd45jw1ei59h8e1zqj20c80jgtdt.jpg,http://ww1.sinaimg.cn/large/a716fd45jw1ei59h89b69j20c80jg42t.jpg,http://ww1.sinaimg.cn/large/a716fd45jw1ei59h2n8sij20c80jg7a4.jpg,http://ww3.sinaimg.cn/large/a716fd45jw1ei59h88bg2j20c80jg78h.jpg,http://ww3.sinaimg.cn/large/a716fd45jw1ei59h21767j20c80jgdlr.jpg,http://ww3.sinaimg.cn/large/a716fd45jw1ei59h88kuvj20c80jgtdt.jpg,http://ww1.sinaimg.cn/large/a716fd45jw1ei59h8qvf5j20c812uwow.jpg",False,无,无,2014-07-08 17:48,手机微博触屏版,0,0,0
BcufO5iIv,"转发理由:无 
原始用户: 思想聚焦
转发内容: 致我们终将逝去的解题能力。  [组图共9张] 原图 ",无,"http://ww3.sinaimg.cn/large/67dd74e0gw1ei4aj90qdxj20go0eqjtn.jpg,http://ww1.sinaimg.cn/large/67dd74e0gw1ei4ajat6cxj20go0esjtj.jpg,http://ww3.sinaimg.cn/large/67dd74e0gw1ei4ajd09uuj20go0fgtat.jpg,http://ww3.sinaimg.cn/large/67dd74e0gw1ei4ajfa0klj20go0f376b.jpg,http://ww2.sinaimg.cn/large/67dd74e0gw1ei4ajhdq77j20go0dmgnf.jpg,http://ww4.sinaimg.cn/large/67dd74e0gw1ei4ajjgbumj20go0fg40k.jpg,http://ww1.sinaimg.cn/large/67dd74e0gw1ei4ajmh2mvj20go0gxn02.jpg,http://ww2.sinaimg.cn/large/67dd74e0gw1ei4ajp9z5dj20go0f140t.jpg,http://ww1.sinaimg.cn/large/67dd74e0gw1ei4ajr46lzj20go0efgnr.jpg",False,无,无,2014-07-07 18:15,手机微博触屏版,0,0,0
Bck1RcU1L,自从在我说起一朵花很美，而他们左右而言其它讨论起，某个人很讨厌、新作的发型难看、淘宝购物车降价……那时起，我知道，我将开始拥有一个无人分享的世界   原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1ei359e8d7zj20d00br40w.jpg,无,True,无,无,2014-07-06 16:13,手机微博触屏版,0,0,0
Bc3X8mDaI,转发微博已被删除,无,无,False,无,无,2014-07-04 23:17,手机微博触屏版,0,0,0
BbBLr63om,Q版人物设计~尝试第二张~sai绘图软件huiwangk58数位板绘~  原图 ,http://ww2.sinaimg.cn/large/93ff78d2tw1ehxpscd10gj21kw28g7br.jpg,无,True,无,无,2014-07-01 23:31,360安全浏览器,2,1,0
BaYF1hwge,"转发理由://@邵雪城: 于是仗着单(白)纯(痴),天(懒)真(惰),对自己的言行不走心,不负责,把身边的人坑了一个又一个,末了还满脸委屈,跺脚甩手:我真的不懂嘛。  
原始用户: 种草小桃桃
转发内容: 宁愿像个孩子，不肯看太多的事，听太多的不是，单纯一辈子。  原图 ",无,http://ww1.sinaimg.cn/large/95e89532gw1ehq0hntt0wj20cj0go760.jpg,False,无,无,2014-06-27 19:59,手机微博触屏版,0,0,0
BaUTC98Iw,"转发理由://@别骗我我读书少: //@邵雪城: 遇到这种本该吃素却老炖鸡汤给傻子灌的和尚，一定要炖锅三鞭汤，连汤带鞭给大师塞嘴里聊表敬意。——肖恩·康纳利  
原始用户: 央视网快看
转发内容: #名人视角#聪明的人，凡事都往好处想，以欢喜的心想欢喜的事，自然成就欢喜的人生；愚痴的人，凡事都朝坏处想，愈想愈苦，终成烦恼的人生。世间事都在自己的一念之间。我们的想法可以想出天堂，也可以想出地狱。——星云大师  原图 ",无,http://ww4.sinaimg.cn/large/75dda851jw1ecxl0funoej208q05t3yu.jpg,False,无,无,2014-06-27 10:23,手机微博触屏版,0,0,0
B87YOh6iz,(╯°Д°)╯︵ ┻━┻   ,无,无,True,无,无,2014-06-09 02:11,手机微博触屏版,0,0,0
B6FQcz2JS,那时我们有梦 关于文学，关于爱情 关于穿越世界的旅行 如今我们深夜饮酒 杯子碰到一起 都是梦破碎的声音  原图 ,http://ww3.sinaimg.cn/large/93ff78d2tw1egw79d5ozlj20hs0np43o.jpg,无,True,无,无,2014-05-30 12:43,360安全浏览器,0,0,1
B699lbDz2,祂是救主、牧人、策士、元首、我兄、我父、我神、我主、师尊、良人、密友。是我生命、亮光、道路、安慰、安息、健康，平安、喜乐、盼望。是我智慧、是我公义、是我圣洁、实际、倚靠、是我春雨、甘露；是我真葡萄树， 是我清晨、白天、安息日 是我今生、永世。 祂是首先、祂是末后、 祂是一切一切！   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1egs6xowstuj20gj09tdgp.jpg,无,True,无,无,2014-05-27 01:29,手机微博触屏版,0,0,0
B5GHtCSDc,伤天害理也不能伤你的心   原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1egopc62e2rj204c04ijrm.jpg,无,True,无,无,2014-05-24 01:04,手机微博触屏版,0,0,0
B5aLcpYyf,"转发理由:昨日种种未能誓如昨日死，幕幕往事，循着愧悔之心追到今夜的梦中来。——《陌上人如玉》http://t.cn/RvwEOg7  
原始用户: 伊吹鸡腿子
转发内容: 跟朋友聊起关于剑三的设定集，果然都最想知道王老板是不是从年轻时笛子就吹得那么难听……  原图 ",无,http://ww2.sinaimg.cn/large/6aa3df83gw1egkqb9giu9j20gj0rkgre.jpg,False,无,无,2014-05-20 15:45,手机微博触屏版,0,0,0
B4AE2jsAO,"转发理由://@三月暖Zcr: 看到的都帮我转发吧，谢谢啦  
原始用户: 福建外经贸工商系素拓部
转发内容: 作者：张彩蓉 参赛作品：《感悟篇》时光荏苒 只想说 谢谢你，一直在 注：作品的转发数量计入评分哦，所以爱它就转发吧！  ",无,无,False,无,无,2014-05-16 19:48,微博 weibo.com,0,0,0
B1MLiE6rR,转发微博已被删除,无,无,False,无,无,2014-04-28 09:08,手机微博触屏版,0,0,0
B1dtYExWN,"转发理由:无 
原始用户: 优美图TOPIT
转发内容: 我就是这样的状态，心怀秘密，感觉茫然，内心却又充满了力量。—— 艾丽丝·门罗《快乐影子之舞》 （助理@骑着毛驴去-散步）图 http://t.cn/8sWCji0 客户端下载 优美图 - 收录优美图片 TOPIT.ME 优美图片客户端 顶尖时尚美图应用 iPhone/iPad/安卓  原图 ",无,http://ww2.sinaimg.cn/large/6332ae54jw1efiylbnj28j20ci0i2tcy.jpg,False,无,无,2014-04-24 15:19,手机微博触屏版,0,0,0
B0XV3CYbN,"转发理由:那时我们有梦，关于文学，关于爱情，关于穿越世界的旅行。如今我们深夜饮酒，杯子碰到一起，都是梦破碎的声音。  
原始用户: 风息神泪
转发内容: 烦死了，我还有梦想啊！我要去对她们说:“对于曾经在成长的岁月里安慰我，以及喜欢你们这件事情，所有存在的过去，无限感激。”……老子在为此努力啊，你看不起中年人的决心吗？不要阻挠我！(╯°Д°)╯︵ ┻━┻(  ",无,无,False,无,无,2014-04-22 23:42,手机微博触屏版,0,0,0
B0OIllH0C,惟楚有才，于斯为盛   ,无,无,True,无,无,2014-04-22 00:16,手机微博触屏版,0,0,0
B0rwagZQV,她活在这个世上，不知情为何物！她只不过是一个杀人的工具而已！她时刻警告提醒着自己，不可信任这里的任何一人，不可发生之前之事，结果却依旧沾上了情花的毒！——津留亚纪《引凤之殇http://t.cn/8sldQdU》17Khttp://t.cn/hNbbT编辑禾连，想写文的喷油们，期待你的加入   原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1efktqbj35cj20gj0neabp.jpg,无,True,无,无,2014-04-19 13:13,手机微博触屏版,0,0,0
B0rjAs3mJ,陈墨，我很清楚。不是失去后方懂珍惜，陈墨。我是从未曾拥有过你，因为懦弱害怕，因为不敢相信……http://t.cn/8slragf作者西图 17khttp://t.cn/hNbbT阅读分享世界，创作改变人生编辑禾连qq2993675198想写作的喷油们来找我啊 (>^ω^<)   原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1efksu293zrj20e60e6n07.jpg,无,True,无,无,2014-04-19 12:42,手机微博触屏版,0,0,0
AFlHYhx3r,"转发理由:还是雍正有品味……  
原始用户: 风息神泪
转发内容: ……这种花瓶真的让人浑身难受，不是处女座和强迫症看着都不舒服，分分钟想砸碎的冲动。有时看着乾隆家的文物，经常会让人油然而生这种念头：“到底是我的品味不行，还是乾隆的品味不行……”  原图 ",无,http://ww1.sinaimg.cn/large/5656495bgw1efcq0itulbj20lt0gbdhn.jpg,False,无,无,2014-04-12 15:04,手机微博触屏版,0,0,0
AEL5ezGiP,一见钟情不是什么多好的事，那像是被一记闷棍打蒙，总会有清醒的时候。最好是像中了毒，慢慢窒息，注定沉沦，回天无术#西图#   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1ef8bwkvm7mj20dw0jfdit.jpg,无,True,无,无,2014-04-08 17:49,手机微博触屏版,0,0,0
AEKZEfJ3x,我不知道怎么做，没人教过我。这不是逃避，我不喜欢这种感觉所以走掉。就像不喜欢吃青椒我可以选择不吃。我不是饿得饥不择食，为什么要考虑别人的感受委屈自己   原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1ef8bi8zag2j20e60e6n07.jpg,无,True,无,无,2014-04-08 17:36,手机微博触屏版,0,0,0
AEKX46k3w,你来时是个雨季，身上附着湿润的泥土和潮湿的空气。无风无月是个暗夜，我不敢看你，你笑了笑轻轻地从旁边走过去，溅起来的雨水慢慢地，凉透了整颗心。#此笙尽墨#   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1ef8bbmst31j20e60am74n.jpg,无,True,无,无,2014-04-08 17:29,手机微博触屏版,0,0,0
AE2zN723Q,偷来梨蕊三分白，借得梅花一缕魂…#水房旁这个可能是海棠#行路匆匆不得驻足从容，负了花意，黯然凋零   原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1ef2veyf5utj20qo0zkgyz.jpg,无,True,无,无,2014-04-04 00:31,手机微博触屏版,0,0,0
ADAa0odkc,要争气！晚安   原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1eezdyrylvwj20dc0m8jub.jpg,无,True,无,无,2014-04-01 00:11,手机微博触屏版,0,0,0
ADA8Yi4uy,“千禾”是忽然想到的名字，安静优秀的女孩很让我喜欢。很多花枝招展光鲜亮丽自信大胆的女孩像一现昙花，除了美丽再没什么。真正美丽的人不要太打扮，只要朝自己的内心与思想发展，那样的美丽时光都难夺去   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1eezdw502kfj20dc0m8wh2.jpg,无,True,无,无,2014-04-01 00:08,手机微博触屏版,0,0,0
ADA4uuZYo,关于漫画，从初中就画着玩过。偶然翻出来还觉得那时的自己一些地方真是有才华，不过不为人知也不敢让人知。成绩学习的确是重要的事，但是成为一个丰富有趣的人也很重要。   原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1eezdkndcz8j20dc0m840f.jpg,无,True,无,无,2014-03-31 23:57,手机微博触屏版,1,0,0
ADxEpspEq,sketchbook   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1eez2vx0houj20ft36ik9j.jpg,无,True,无,无,2014-03-31 17:47,手机微博触屏版,0,0,0
ADqOlu0hK,#手机 sketchbook#有时候很多种选择更加让人难选择，很想学动漫插画这类。其实没有人真正知道你适合什么，求主同在，祂必调动万有，使爱神的人得益处……晚安  我在这里：  济南·山东工艺美术学院(大学路)  显示地图 原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1eey8ov2ddij20e42ioaj9.jpg,无,True,无,济南·山东工艺美术学院(大学路),2014-03-31 00:23,手机微博触屏版,0,0,0
ACFsM6BUU,我会是我这一生最后死掉的人   ,无,无,True,无,无,2014-03-25 23:50,手机微博触屏版,0,0,0
ACvO5eS5g,记得很早看的《通灵王》麻仓叶说他的理想是“悠哉悠哉的过日子”。那时觉得好笑，现在知道这其实是一件很难的事。不要对我期望太大，该做我会努力去做，也不要自以为是地为我失望遗憾。我惶惶恐恐多少是因为你们友善的指手画脚   原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1eer912o5epj20zg0l941q.jpg,无,True,无,无,2014-03-24 23:15,手机微博触屏版,0,0,0
ACm54qjY2,"转发理由:无 
原始用户: 全球电影收录
转发内容: 【BBC记录片《地球脉动》11集全收录】1.地球脉动01两极之间（中字） 2.地球脉动02雄伟高山（中字） 3.地球脉动03淡水资源（中字） 4.地球脉动04洞穴迷宫（中字） 5.地球脉动05奇幻沙漠（中字） 6.地球脉动06冰封世界（中字） 7.地球脉动07辽阔平原（中字） 8.地球脉动08富饶丛林（中字） 9.地球脉动09季节森林（中字） 10.地球脉动10多样浅海（中字） 11.地球脉动-11无垠深海  原图 ",无,http://ww2.sinaimg.cn/large/76591c14jw1eepzj5uxeej20dw0dwtaw.jpg,False,无,无,2014-03-23 22:30,手机微博触屏版,0,0,0
AC3E71hu7,"转发理由:无 
原始用户: 风息神泪
转发内容: 久治不愈的感冒。好像时留时走的寒意、总是莫名变瘦的钱包、似乎美好却日渐消逝的记忆、精心照顾却总不盛开的盆栽、无法绝交的讨厌朋友、明明出着太阳却阴冷暗湿的温度、偏偏不能抹去的虐心剧情、遥遥等不到结尾的长年连载……一般……惹人恼。  ",无,无,False,无,无,2014-03-21 23:34,手机微博触屏版,0,0,0
ABTiup9EP,转发微博已被删除,无,无,False,无,无,2014-03-20 21:13,手机微博触屏版,0,0,0
ABTcJqCQ2,转发微博已被删除,无,无,False,无,无,2014-03-20 20:59,手机微博触屏版,0,0,0
ABSHykUTs,涉猎不精，是多学之弊   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1eemgdzn19oj216o1kwgw6.jpg,无,True,无,无,2014-03-20 19:42,手机微博触屏版,0,0,0
ABRBYywKu,"转发理由://@搞笑大百科: BBC纪录片《神奇的人类旅程》5集全收录  
原始用户: 全球电影收录
转发内容: 【BBC纪录片《神奇的人类旅程》5集全收录】1.《走出非洲》 奇妙的人类旅程1 2.《亚洲》 奇妙的人类旅程 02 亚洲 【中文字幕】 3.《欧洲》奇妙的人类旅程 03 欧洲 【中文字幕】 4.《澳洲》 奇妙的人类旅程 04 澳洲【中文字幕】 5.《美洲》 奇妙的人类旅程 05 美洲【中文字幕】  原图 ",无,http://ww1.sinaimg.cn/large/76591c14gw1eek2wv213uj20830clmy2.jpg,False,无,无,2014-03-20 16:56,手机微博触屏版,0,0,0
ABgtJ38qO,一些人会和你作对，大多有这样的心理:因为觉得与你不相上下，你稍优秀些，便会嫉妒攻击和你作对。但你如果比他优秀十倍百倍，难以超越的存在。他便会佩服你仰叹你  我在  显示地图 原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1eehrn2jnhfj20dc0m8myl.jpg,无,True,无,无,2014-03-16 18:24,手机微博触屏版,0,0,0
ABfiudgMa,断断续续睡了很久，因为醒来也没什么特别想做的事。明明时光那么奢侈……九点半的安息日聚会明明六七点就醒了还是窝在被窝里，觉得茫然，为什么要到这么远这么陌生的地方   原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1eehmfe5g3yj20dw0dwwfh.jpg,无,True,无,无,2014-03-16 15:23,手机微博触屏版,0,0,0
AB90IhwjQ,"那天刮着风,她剪了个很糟糕的头发。他从对面走来,她拼命理着被风吹得乱七八糟的头发把头压得低低的。但是,他对她说“你好美…”她想起《秋之白华》中杨之华理着被风吹乱的头发。瞿秋白看着杨之华,淡淡地说:“乱不一定不美。”  我在这里：  济南·山东工艺美术学院(大学路)  显示地图 ",无,无,True,无,济南·山东工艺美术学院(大学路),2014-03-15 23:23,手机微博触屏版,0,0,0
AB8fbmB1W,"青梅已逝,竹马老去,从此我爱的人都很像你   原图 ",http://ww4.sinaimg.cn/large/93ff78d2jw1eegraevdj3j20qo0zkh79.jpg,无,True,无,无,2014-03-15 21:26,手机微博触屏版,0,0,0
AAZwX3Mwl,你好吵啊！大家都烦你知不知道啊！怎么不去死啊！” 这种话从你嘴里说出来，哪怕是对方没理，也显得你素质不高。今后请换一种方式表达：“值君欢喜无量之际，斗胆叨扰，诚惶诚恐。然事关清净，兹事体大，切望拨冗长逝，幸甚至哉。”   原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1eefotk7z4uj20c80h4q3h.jpg,无,True,无,无,2014-03-14 23:15,手机微博触屏版,0,0,0
AATmdwOLZ,三月，空气中的冷不再刺骨。而清晨六点爬起来跑操，这样的冷也让人一个哆嗦。这里的冬天树叶掉得干净利落，嶙峋的树枝秃秃的一大片。还未见一场足够大的大雪，在北方的冬天就这样过去。   原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1eeexkgtfs6j216o1kwn7m.jpg,无,True,无,无,2014-03-14 07:32,手机微博触屏版,0,0,0
AAJLZAgOp,传道书3:凡事都有定期，天下各样事务都有定时。生有时，死有时；栽种有时，拔出所栽种的也有时；杀戮有时，医治有时；拆毁有时，建造有时；哭有时，笑有时；哀恸有时，跳舞有时； 抛掷石头有时，堆聚石头有时；拥抱有时，不拥抱有时；寻找有时，失落有时；保守有时，舍弃有时；撕裂有时，缝补有时……   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1eedr981ikjj20dw0980sx.jpg,无,True,无,无,2014-03-13 07:08,手机微博触屏版,0,0,0
AAEciEPD1,不要把自己看得太强，以至无视外因的成就；不要把自己看得太轻，以至成为他人的踏板（摘）   原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1eed2n2jv3uj20f00k0q73.jpg,无,True,无,无,2014-03-12 16:56,手机微博触屏版,0,0,0
AAD7Yi5pI,君子比小人更加无情。小人会利用你，伤害你，然后将你弃之若履。可君子，他会用最诚实的话语，用最无辜的神情，将你推入地狱，永劫不复——《晓风院八卦事》   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1eecxx11ug0j20e60e6adl.jpg,无,True,无,无,2014-03-12 14:13,手机微博触屏版,0,0,0
AABYg2YgD,我会胖的原因是因为许多事放在心里，所以不好瘦……   原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1eecst7h7ndj20e609g0tl.jpg,无,True,无,无,2014-03-12 11:16,手机微博触屏版,0,0,0
AAwp3ykvB,这个学校一个奇葩的地方是放完假又开学成绩才慢慢出来……虽然没挂课，被完爆好几条街！！！！！不争气啊！！！   原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1eec48bdyu3j208c069wei.jpg,无,True,无,无,2014-03-11 21:06,手机微博触屏版,0,0,0
AAnW83OBm,最讨厌就是难得十点多睡觉，忍着吵吵睡下又被吵醒。难怪宿友之间要感谢不杀之恩，   ,无,无,True,无,无,2014-03-10 23:33,手机微博触屏版,0,0,0
AAed644E4,"转发理由:卷面分很重要  
原始用户: 搞笑大百科
转发内容: 空间看到的，高中英语书法比赛一等奖，被各位花体大神虐cry (*´・ｖ・)  [组图共9张] 原图 ",无,"http://ww1.sinaimg.cn/large/642beb18gw1ee9vrjpsh0j20c80lpwfp.jpg,http://ww1.sinaimg.cn/large/642beb18gw1ee9vrksctfj20c80lmmz2.jpg,http://ww3.sinaimg.cn/large/642beb18gw1ee9vrltpudj20c80lrjta.jpg,http://ww2.sinaimg.cn/large/642beb18gw1ee9vrmo92xj20c80lqwg4.jpg,http://ww2.sinaimg.cn/large/642beb18gw1ee9vrnpfw5j20c80lqtal.jpg,http://ww3.sinaimg.cn/large/642beb18gw1ee9vrozzm4j20c80ln0v1.jpg,http://ww1.sinaimg.cn/large/642beb18gw1ee9vrqm609j20c80lq40n.jpg,http://ww3.sinaimg.cn/large/642beb18gw1ee9vrrh5maj20c80lpq4k.jpg,http://ww4.sinaimg.cn/large/642beb18gw1ee9vrte4ncj20c80lrjtd.jpg",False,无,无,2014-03-09 22:47,手机微博触屏版,0,0,0
AzZG5fOxK,"转发理由:主要看脸  
原始用户: 狗猫大本营
转发内容: 据说喜欢猫的男生，特别容易让人心动。  原图 ",无,http://ww2.sinaimg.cn/large/82db4df1jw1ee73us4kdnj208l09cjrr.jpg,False,无,无,2014-03-08 09:47,手机微博触屏版,0,0,0
AzSf65KgP,"转发理由://@呀呀YYY: XDDDDD 最烦莫奈同学“分分钟就能画出来~” ！魂淡TT V TT 心都裂了~ //@呀呀YYY:真是笑趴了我了XDDDD！！！混蛋！~~艾玛[lxhx狂歡]你们好烦XDDDD //@瓜-几-拉: hhhhhhhhhhhhhhh  
原始用户: 顾爷
转发内容: 《小顾聊绘画》：艺术家之群……  原图 ",无,http://ww2.sinaimg.cn/large/67fd4b47gw1ee719rugcoj20m879s4qp.jpg,False,无,无,2014-03-07 14:51,手机微博触屏版,0,0,0
AzMEHr0Yg,痛苦有两种，一种让你经历忍受过后更加强大。一种就只是痛苦而已，无休无止   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1ee6i9jvc3gj216o1kwn7m.jpg,无,True,无,无,2014-03-07 00:38,手机微博触屏版,0,0,0
AzMwL9f63,不是所有很美好的东西都适合在一起。就像美味的螃蟹明虾，不能和橘子维C一类一起吃。五价砷会转化为三价砷，那是砒霜   ,无,无,True,无,无,2014-03-07 00:18,手机微博触屏版,0,0,0
AzIgCnwLA,分享图片字写得丑拦不住啊啊啊啊啊啊啊啊啊啊！！   原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1ee5yw2p5l1j20k00f00x6.jpg,无,True,无,无,2014-03-06 13:28,手机微博触屏版,0,0,0
AzakDCFUB,其实挺喜欢坐车的，只要窗外风景再美一些～旁边的伯伯感觉在用看神经病的眼光看我，但是阻止不了我自己和自己玩得很开心╭(╯ε╰)╮   原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1ee1t2pldxkj20e43gcqj5.jpg,无,True,无,无,2014-03-02 23:04,手机微博触屏版,0,0,0
AzaeWfjku,坐了十几个小时的动车……无聊的话这个不错玩，就是要注意别被发现让人打死   原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1ee1so39pcgj20e43tg16j.jpg,无,True,无,无,2014-03-02 22:50,手机微博触屏版,0,0,1
AyDnhgwHk,转发微博已被删除,无,无,False,无,无,2014-02-27 11:10,手机微博触屏版,0,0,0
AyDmVp3AN,转发微博已被删除,无,无,False,无,无,2014-02-27 11:09,手机微博触屏版,0,0,0
AyujMrI7p,今天下雨正乐得不用给花浇水，然后在一花盆里看到多了三瓣蒜和我的向日葵种在一起……娘亲你这样是否有些调皮呢   原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1edwnldhjy0j20qo0zkgtg.jpg,无,True,无,无,2014-02-26 12:07,手机微博触屏版,0,0,0
AvC0aAhYa,奥斯卡经典动漫短片 http://t.cn/8FSniuQ  （分享自 @土豆）超级感人  原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1edasd92x23j203k020t8j.jpg,无,True,无,无,2014-02-07 14:10,土豆,0,0,0
